# Generated by G. Mace on Wed Nov 21 21:18:47 2018
# Wavelengths are not sequential where orders overlap.
# Each order is 2048 pixels.
#======================================================
# Spectrum        Wavelength         Flux         SNR       
#  Index          (microns)        (counts)    (per res.el.)
#======================================================
      0.00000      1.86628         -NaN         -NaN
      0.00000      1.86629 -2.53538e+06     -7.29777
      0.00000      1.86631  2.65918e+06      1.61768
      0.00000      1.86632      730231.      1.60034
      0.00000      1.86634     -126485.    -0.305179
      0.00000      1.86635 -1.12099e+07     -1.47956
      0.00000      1.86636  7.72706e+06    -0.630464
      0.00000      1.86638     -825961.     0.815407
      0.00000      1.86639  1.13537e+08    -0.949299
      0.00000      1.86641  4.43161e+06      2.17208
      0.00000      1.86642 -1.54080e+07      4.77924
      0.00000      1.86644 -1.10053e+06      2.45504
      0.00000      1.86645     -97622.1     0.298021
      0.00000      1.86646     -206461.     0.405789
      0.00000      1.86648     -106604.    0.0896719
      0.00000      1.86649      465719.     0.553363
      0.00000      1.86651     -436146.    -0.850275
      0.00000      1.86652     -191499.    -0.531139
      0.00000      1.86653 -3.09109e+06     -1.33127
      0.00000      1.86655  2.19162e+06     -2.20318
      0.00000      1.86656 -1.31200e+06     -1.25740
      0.00000      1.86658 -2.09207e+06     -3.74186
      0.00000      1.86659 -1.82460e+06     -2.09868
      0.00000      1.86660  1.21875e+07    -0.899582
      0.00000      1.86662 -1.48017e+06      2.15001
      0.00000      1.86663  6.90810e+06     -1.81397
      0.00000      1.86665     -733101.    -0.877616
      0.00000      1.86666     -737168.     -1.55010
      0.00000      1.86668  1.20497e+06      1.39197
      0.00000      1.86669  2.67207e+06     -1.21447
      0.00000      1.86670  1.01206e+06     -1.57743
      0.00000      1.86672     -87367.9    0.0684862
      0.00000      1.86673      468048.     0.114673
      0.00000      1.86675  1.30962e+06      1.09228
      0.00000      1.86676      56501.6     0.147459
      0.00000      1.86677      735853.     0.718151
      0.00000      1.86679 -2.01522e+06    -0.585134
      0.00000      1.86680 -9.82210e+06     -2.61581
      0.00000      1.86682 -5.82637e+06     -2.01970
      0.00000      1.86683  2.62384e+06    -0.391401
      0.00000      1.86684  4.06728e+06     -2.29344
      0.00000      1.86686 -1.29573e+07     -3.43651
      0.00000      1.86687 -1.80301e+06     -2.38224
      0.00000      1.86689      573397.     0.371919
      0.00000      1.86690 -1.66630e+06     -1.00957
      0.00000      1.86691 -2.43698e+06     -2.54829
      0.00000      1.86693     -908905.     -1.65655
      0.00000      1.86694 -2.02857e+06     -1.61584
      0.00000      1.86696 -1.00831e+06      1.13553
      0.00000      1.86697     -470713.     0.548839
      0.00000      1.86699      879329.     0.874656
      0.00000      1.86700 -1.03437e+06    -0.288181
      0.00000      1.86701  1.05001e+06     -1.06217
      0.00000      1.86703     -349363.     0.465080
      0.00000      1.86704     -330084.     0.332294
      0.00000      1.86706 -1.14488e+06     -1.35198
      0.00000      1.86707     -62795.1   -0.0560419
      0.00000      1.86708  1.79962e+06      2.29476
      0.00000      1.86710     -388969.     0.260009
      0.00000      1.86711  8.26255e+06     -4.42284
      0.00000      1.86713  1.89621e+06     -3.19225
      0.00000      1.86714     -396289.     0.234082
      0.00000      1.86715  6.14075e+06     -1.12938
      0.00000      1.86717 -2.82818e+06     -1.91329
      0.00000      1.86718     -431173.     0.623519
      0.00000      1.86720      443020.    -0.854867
      0.00000      1.86721 -1.18219e+07     -2.79674
      0.00000      1.86722  1.03240e+06    -0.614290
      0.00000      1.86724 -2.22575e+06     -2.06229
      0.00000      1.86725 -2.31708e+07     -2.54112
      0.00000      1.86727     -483848.     0.453556
      0.00000      1.86728  2.37541e+06      1.26820
      0.00000      1.86730 -1.51972e+06     0.716582
      0.00000      1.86731 -6.69642e+06    -0.606742
      0.00000      1.86732      198476.     0.348275
      0.00000      1.86734 -1.50938e+06     -1.33733
      0.00000      1.86735      846826.     -1.18845
      0.00000      1.86737     -389347.     0.741516
      0.00000      1.86738  5.20268e+06     -2.18178
      0.00000      1.86739  6.20224e+06     -3.84303
      0.00000      1.86741 -1.22988e+06     -1.12950
      0.00000      1.86742 -3.62390e+07     -2.88626
      0.00000      1.86744  1.50106e+07     -8.96177
      0.00000      1.86745  2.07379e+07     -17.0620
      0.00000      1.86746  5.89096e+07     -16.0891
      0.00000      1.86748 -9.27947e+06     -1.74247
      0.00000      1.86749     -994784.    -0.512691
      0.00000      1.86751 -1.32361e+06      1.39617
      0.00000      1.86752  1.55931e+06    -0.586542
      0.00000      1.86753 -5.03629e+06    -0.700126
      0.00000      1.86755      558165.    -0.714202
      0.00000      1.86756     -670936.    0.0724801
      0.00000      1.86758 -2.30501e+06     -1.23353
      0.00000      1.86759  1.18172e+06    -0.839127
      0.00000      1.86760 -2.26466e+06    -0.798592
      0.00000      1.86762  1.67435e+06    -0.764283
      0.00000      1.86763  3.91817e+06     0.594533
      0.00000      1.86765 -1.31818e+06     -2.27349
      0.00000      1.86766     -885231.     -1.82128
      0.00000      1.86767     -344420.    -0.251391
      0.00000      1.86769  2.82659e+06     -1.86954
      0.00000      1.86770 -1.33394e+06     -1.42418
      0.00000      1.86772     -426527.    -0.914063
      0.00000      1.86773 -3.50101e+06     -2.35980
      0.00000      1.86774 -8.57626e+06     -1.72238
      0.00000      1.86776 -2.61070e+06     -2.52547
      0.00000      1.86777 -9.24637e+06     0.518882
      0.00000      1.86779 -1.08271e+06    -0.449074
      0.00000      1.86780     -887727.    -0.336317
      0.00000      1.86781     -886012.     -1.54246
      0.00000      1.86783      93336.1    0.0930057
      0.00000      1.86784 -1.29912e+06      1.37231
      0.00000      1.86786      20839.3   -0.0140608
      0.00000      1.86787      100892.    0.0723263
      0.00000      1.86788      479769.     0.659478
      0.00000      1.86790  1.50334e+06     0.963895
      0.00000      1.86791 -1.53358e+07      1.95814
      0.00000      1.86793 -2.07194e+06      2.98161
      0.00000      1.86794 -1.79041e+06      2.22263
      0.00000      1.86795 -5.41749e+06      1.44570
      0.00000      1.86797 -2.97313e+07    -0.937081
      0.00000      1.86798     -964389.     -1.11185
      0.00000      1.86800 -1.05708e+06     -1.70069
      0.00000      1.86801  4.02236e+07     -2.49396
      0.00000      1.86802  2.36859e+06     -2.92070
      0.00000      1.86804  3.26966e+06     -2.53729
      0.00000      1.86805  5.52815e+06    -0.869344
      0.00000      1.86807      972064.    -0.673844
      0.00000      1.86808     -127907.     0.265859
      0.00000      1.86809     -549265.     0.883864
      0.00000      1.86811 -1.01549e+06     0.962306
      0.00000      1.86812      967959.     -1.08132
      0.00000      1.86814     -126909.     0.132653
      0.00000      1.86815 -1.47101e+06      1.30995
      0.00000      1.86817     -770881.     0.825707
      0.00000      1.86818      415035.    -0.144537
      0.00000      1.86819 -1.25870e+07     -2.14835
      0.00000      1.86821  1.36226e+06     -1.95012
      0.00000      1.86822      410639.    -0.299921
      0.00000      1.86823 -2.45268e+06     -1.91973
      0.00000      1.86825      978822.    -0.603579
      0.00000      1.86826      814472.    -0.671200
      0.00000      1.86828 -8.07129e+06     -1.27768
      0.00000      1.86829 -6.37367e+06     -5.49545
      0.00000      1.86830 -1.13127e+07     -4.59660
      0.00000      1.86832  1.19420e+06     -2.02669
      0.00000      1.86833      498751.     -1.08117
      0.00000      1.86835  1.50399e+06    -0.996389
      0.00000      1.86836  1.11089e+06    -0.804710
      0.00000      1.86837  6.77703e+06     -3.11060
      0.00000      1.86839 -4.88560e+06     -4.38077
      0.00000      1.86840  5.08948e+06     -2.43089
      0.00000      1.86842      883790.    -0.347520
      0.00000      1.86843  3.30870e+06     -1.45801
      0.00000      1.86844 -1.79845e+07     -1.80960
      0.00000      1.86846 -1.45959e+06     -1.21289
      0.00000      1.86847      154266.    0.0427994
      0.00000      1.86849  4.02833e+06      1.19514
      0.00000      1.86850 -3.40877e+06      1.86605
      0.00000      1.86851      679365.     0.383390
      0.00000      1.86853 -1.04760e+06    -0.807284
      0.00000      1.86854  1.16914e+07     0.787803
      0.00000      1.86856      435988.   -0.0710689
