# Generated by G. Mace on Tue Nov 20 20:46:34 2018
# Wavelengths are not sequential where orders overlap.
# Each order is 2048 pixels.
#======================================================
# Spectrum        Wavelength         Flux         SNR       
#  Index          (microns)        (counts)    (per res.el.)
#======================================================
      0.00000      1.86634         -NaN         -NaN
      0.00000      1.86635      409610.     -28.9517
      0.00000      1.86637     -111802.    -0.648651
      0.00000      1.86638      891785.     0.810510
      0.00000      1.86639 -1.08334e+06     -2.42384
      0.00000      1.86641 -1.33682e+06     -1.17220
      0.00000      1.86642     -668751.     -1.46459
      0.00000      1.86643     -558940.     -1.87927
      0.00000      1.86645     -450245.     0.886829
      0.00000      1.86646     -153424.     0.371760
      0.00000      1.86648 -5.18431e+06      2.40328
      0.00000      1.86649 -6.40575e+06    -0.639197
      0.00000      1.86650      607235.     -2.71367
      0.00000      1.86652      118708.    -0.792984
      0.00000      1.86653     -375426.      1.60285
      0.00000      1.86655     -27738.7    0.0358882
      0.00000      1.86656  4.50143e+06     -2.41922
      0.00000      1.86657     -54551.9    0.0407851
      0.00000      1.86659      123067.    -0.617365
      0.00000      1.86660  1.08898e+06     0.344606
      0.00000      1.86661     -645332.      1.64558
      0.00000      1.86663  3.17484e+06      1.47834
      0.00000      1.86664      411374.     -1.02674
      0.00000      1.86666      231880.    -0.523736
      0.00000      1.86667     -940674.     0.663249
      0.00000      1.86668     -176840.      1.44555
      0.00000      1.86670     -546883.      1.93441
      0.00000      1.86671      676289.     0.523921
      0.00000      1.86672 -1.98038e+06    -0.923226
      0.00000      1.86674     -363966.     -2.15379
      0.00000      1.86675  1.03657e+06     -3.24722
      0.00000      1.86677     -143108.     0.974153
      0.00000      1.86678     -275275.      1.55484
      0.00000      1.86679     -816207.      1.96581
      0.00000      1.86681 -1.27519e+06    -0.957689
      0.00000      1.86682 -4.24173e+06     -4.13967
      0.00000      1.86684      807888.     -3.72491
      0.00000      1.86685      149296.    -0.582710
      0.00000      1.86686  1.79214e+06    -0.914131
      0.00000      1.86688      636865.     -1.89833
      0.00000      1.86689 -6.51570e+06      2.34974
      0.00000      1.86690  1.08460e+06      1.72882
      0.00000      1.86692  3.18059e+06      1.89771
      0.00000      1.86693     -709360.      1.12059
      0.00000      1.86695     -266907.    -0.552067
      0.00000      1.86696 -1.52617e+06     -1.22123
      0.00000      1.86697  5.64082e+06     -1.97197
      0.00000      1.86699     -557693.      2.09985
      0.00000      1.86700     -273257.     0.925796
      0.00000      1.86701      11935.0   -0.0316188
      0.00000      1.86703      677702.     -2.54552
      0.00000      1.86704      257009.    -0.485511
      0.00000      1.86706     -208422.      1.72473
      0.00000      1.86707      96851.6     -1.43592
      0.00000      1.86708     -38688.7     0.613258
      0.00000      1.86710     -47196.0      1.05714
      0.00000      1.86711      390473.     -1.64362
      0.00000      1.86713      409031.     -1.15585
      0.00000      1.86714     -402154.      2.05058
      0.00000      1.86715     -541744.     0.675315
      0.00000      1.86717     -377721.    -0.841388
      0.00000      1.86718     -783811.     0.133741
      0.00000      1.86719 -2.77928e+06      4.95367
      0.00000      1.86721     -863420.      2.75912
      0.00000      1.86722      816241.    0.0757660
      0.00000      1.86724      723347.     -2.34213
      0.00000      1.86725     -636833.      2.02280
      0.00000      1.86726     -348942.     0.856769
      0.00000      1.86728      385031.     -1.36934
      0.00000      1.86729     -604190.      1.52230
      0.00000      1.86731  1.14255e+06      2.97471
      0.00000      1.86732     -376067.      3.45856
      0.00000      1.86733 -1.78799e+06      2.23475
      0.00000      1.86735  1.35497e+06      1.02498
      0.00000      1.86736  4.15411e+06      3.63881
      0.00000      1.86737     -96105.9     0.544864
      0.00000      1.86739     -203994.     0.682354
      0.00000      1.86740     -701227.      1.30283
      0.00000      1.86742     -437400.      3.13004
      0.00000      1.86743     -50184.3     0.168924
      0.00000      1.86744     -38896.2     0.126726
      0.00000      1.86746     -195014.      1.05976
      0.00000      1.86747 -2.44834e+06      2.60815
      0.00000      1.86748     -869961.      3.90990
      0.00000      1.86750     -633135.      3.26132
      0.00000      1.86751 -1.63662e+06      4.26205
      0.00000      1.86753      138058.    -0.353985
      0.00000      1.86754 -1.58894e+06      2.04693
      0.00000      1.86755     -581380.      3.67837
      0.00000      1.86757      222580.    -0.905964
      0.00000      1.86758     -73708.5     0.501789
      0.00000      1.86760      54907.2    -0.251684
      0.00000      1.86761 -1.39216e+06      2.22595
      0.00000      1.86762 -8.09719e+06      3.31890
      0.00000      1.86764 -1.40239e+06      3.70470
      0.00000      1.86765  1.05671e+06   -0.0697915
      0.00000      1.86766      80643.5    -0.535687
      0.00000      1.86768     -205835.     0.979032
      0.00000      1.86769     -346874.      1.30863
      0.00000      1.86771     -802343.      1.11169
      0.00000      1.86772 -3.76950e+06     -2.74074
      0.00000      1.86773  1.91966e+06     -1.48184
      0.00000      1.86775     -161810.      1.27881
      0.00000      1.86776     -244522.     0.904801
      0.00000      1.86778 -5.69085e+06     0.883141
      0.00000      1.86779  2.94865e+06      2.15744
      0.00000      1.86780 -1.42692e+06    -0.436550
      0.00000      1.86782     -47248.6    0.0387738
      0.00000      1.86783  1.59929e+06     0.520047
      0.00000      1.86784     -717216.      2.07698
      0.00000      1.86786 -1.01110e+06      2.76281
      0.00000      1.86787 -5.46246e+06      4.62023
