# Generated by G. Mace on Thu Jan 24 13:30:55 2019
# Wavelengths are not sequential where orders overlap.
# Each order is 2048 pixels.
#======================================================
# Spectrum        Wavelength         Flux         SNR       
#  Index          (microns)        (counts)    (per res.el.)
#======================================================
      0.00000      1.86624         -NaN         -NaN
      0.00000      1.86626  1.97708e+06     -4.50141
      0.00000      1.86627 -3.57936e+06     -3.32719
      0.00000      1.86629     -328604.    -0.350620
      0.00000      1.86630 -1.65436e+06    -0.976565
      0.00000      1.86631      46472.1    0.0423526
      0.00000      1.86633      253466.    -0.114142
      0.00000      1.86634  1.34454e+06     -1.30680
      0.00000      1.86636      408496.    -0.639356
      0.00000      1.86637      592126.     0.639220
      0.00000      1.86639 -3.50340e+06      1.64848
      0.00000      1.86640 -2.76848e+06     -1.84519
      0.00000      1.86642 -5.50995e+06     -3.02554
      0.00000      1.86643 -2.15322e+06     -2.23912
      0.00000      1.86644  1.08087e+06      1.08801
      0.00000      1.86646  1.31664e+06    -0.865104
      0.00000      1.86647      580540.    -0.191694
      0.00000      1.86649 -2.48168e+06      1.77998
      0.00000      1.86650      178553.    -0.447295
      0.00000      1.86652      216274.    -0.106866
      0.00000      1.86653      903923.    -0.447719
      0.00000      1.86655      48553.9   -0.0399818
      0.00000      1.86656     -535148.     0.958885
      0.00000      1.86657 -2.04933e+06      2.02969
      0.00000      1.86659     -29478.8   -0.0240354
      0.00000      1.86660 -4.73755e+06      1.29230
      0.00000      1.86662     -640015.      1.07952
      0.00000      1.86663  1.83038e+06      1.47803
      0.00000      1.86665 -5.94496e+06     0.999421
      0.00000      1.86666 -1.74736e+06      1.33329
      0.00000      1.86668 -3.63972e+06      4.15859
      0.00000      1.86669 -1.84514e+06     0.915881
      0.00000      1.86670  3.32520e+06      2.33512
      0.00000      1.86672     -805867.    -0.602287
      0.00000      1.86673  5.61993e+06      1.38170
      0.00000      1.86675 -1.24749e+06      2.06079
      0.00000      1.86676  2.45807e+06      1.11288
      0.00000      1.86678  3.41069e+06     0.515028
      0.00000      1.86679      540632.    -0.930524
      0.00000      1.86681 -2.85395e+06      3.21674
      0.00000      1.86682 -1.38226e+06      2.01161
      0.00000      1.86683  3.82756e+06     -1.37740
      0.00000      1.86685 -5.85535e+06      1.06380
      0.00000      1.86686 -1.58848e+06      2.52384
      0.00000      1.86688 -4.18699e+06    -0.722418
      0.00000      1.86689  3.77637e+06     -1.37448
      0.00000      1.86691 -2.82866e+06     0.637368
      0.00000      1.86692  8.19452e+06     -1.84091
      0.00000      1.86694 -1.78581e+07      2.59580
      0.00000      1.86695 -3.53820e+06      2.19025
      0.00000      1.86696 -3.31200e+06      1.26939
      0.00000      1.86698      557271.     0.226746
      0.00000      1.86699     -302842.     0.626149
      0.00000      1.86701      487187.    -0.988504
      0.00000      1.86702     -73891.2     0.110343
      0.00000      1.86704     -845689.    -0.513611
      0.00000      1.86705      803330.     -1.44154
      0.00000      1.86706     -36180.2    0.0185808
      0.00000      1.86708     -29889.6    0.0673408
      0.00000      1.86709 -2.22306e+06      4.73139
      0.00000      1.86711 -1.27232e+06      1.50655
      0.00000      1.86712 -1.63232e+06      2.11164
      0.00000      1.86714      579563.    -0.231549
      0.00000      1.86715  1.27927e+06     -1.29535
      0.00000      1.86717 -8.09327e+06      1.72037
      0.00000      1.86718 -1.46883e+06      1.59985
      0.00000      1.86719  1.19247e+06      1.73880
      0.00000      1.86721  1.06724e+06     -1.80402
      0.00000      1.86722      169983.    -0.156838
      0.00000      1.86724 -7.44833e+06      3.03701
      0.00000      1.86725      817799.     0.230399
      0.00000      1.86727 -4.19341e+06      5.17447
      0.00000      1.86728  1.27943e+06     -1.06685
      0.00000      1.86729 -5.90745e+06      2.58848
      0.00000      1.86731      303580.     0.874676
      0.00000      1.86732  1.10357e+06     0.988589
      0.00000      1.86734 -3.24926e+06      3.72849
      0.00000      1.86735 -1.03939e+07      2.33242
      0.00000      1.86737  3.64108e+06     -1.84907
      0.00000      1.86738 -1.09664e+07      2.55230
      0.00000      1.86739 -1.28864e+07     -2.65229
      0.00000      1.86741 -2.41006e+06      3.44644
      0.00000      1.86742  3.20929e+08     -1.68954
      0.00000      1.86744 -1.18738e+06      3.00736
      0.00000      1.86745      35448.3   -0.0728363
