# Generated by G. Mace on Tue Nov 20 20:46:29 2018
# Wavelengths are not sequential where orders overlap.
# Each order is 2048 pixels.
#======================================================
# Spectrum        Wavelength         Flux         SNR       
#  Index          (microns)        (counts)    (per res.el.)
#======================================================
      0.00000      1.86634         -NaN         -NaN
      0.00000      1.86635  5.51777e+06     -25.4768
      0.00000      1.86637 -1.39688e+06    -0.825855
      0.00000      1.86638  5.13608e+06     -1.83376
      0.00000      1.86639  2.69510e+06     -1.08654
      0.00000      1.86641  1.17133e+06    -0.928475
      0.00000      1.86642      205625.    -0.860898
      0.00000      1.86643     -81996.2     0.345768
      0.00000      1.86645      66847.7    -0.162336
      0.00000      1.86646      392135.     -1.27226
      0.00000      1.86648      137224.    -0.385111
      0.00000      1.86649      11847.5   -0.0273393
      0.00000      1.86650      591005.     -1.36066
      0.00000      1.86652      47429.1    -0.134150
      0.00000      1.86653      379439.    -0.845530
      0.00000      1.86655      553597.    -0.889733
      0.00000      1.86656     -46875.4    -0.113431
      0.00000      1.86657      227289.     0.449452
      0.00000      1.86659 -3.24741e+06      1.21988
      0.00000      1.86660     -211238.     0.304971
      0.00000      1.86661 -2.28503e+06     -1.29220
      0.00000      1.86663 -2.35860e+06    -0.795576
      0.00000      1.86664  1.02369e+06     -2.07685
      0.00000      1.86666  2.52278e+06     -3.36858
      0.00000      1.86667  2.11271e+06     -1.99851
      0.00000      1.86668      993759.     -2.01672
      0.00000      1.86670      708343.    -0.602799
      0.00000      1.86671  4.58483e+06     -2.26372
      0.00000      1.86672     -617342.    -0.839914
      0.00000      1.86674  1.39896e+06    -0.146538
      0.00000      1.86675      998580.    -0.851327
      0.00000      1.86677 -1.13960e+06     -1.57261
      0.00000      1.86678  1.08342e+07    -0.720417
      0.00000      1.86679  2.69032e+06     -1.66439
      0.00000      1.86681 -1.82221e+06    -0.702359
      0.00000      1.86682 -1.52026e+06      2.65091
      0.00000      1.86684      310007.     0.327707
      0.00000      1.86685  2.46360e+06      2.44106
      0.00000      1.86686 -1.09906e+06     0.680638
      0.00000      1.86688     -59970.2    -0.154707
      0.00000      1.86689      316400.      1.35608
      0.00000      1.86690      211393.     0.624395
      0.00000      1.86692     -892492.     0.835166
      0.00000      1.86693      989232.     0.935098
      0.00000      1.86695     -296944.    -0.609436
      0.00000      1.86696     -116260.    -0.377806
      0.00000      1.86697  1.75634e+06      2.41631
      0.00000      1.86699     -854594.      1.44908
      0.00000      1.86700 -2.30263e+06     0.741096
      0.00000      1.86701      471456.     -1.37220
      0.00000      1.86703  4.29210e+06      2.31240
      0.00000      1.86704 -1.20922e+07      1.41302
      0.00000      1.86706 -1.24691e+06      1.40625
      0.00000      1.86707     -487209.     0.940585
      0.00000      1.86708      626033.     0.679114
      0.00000      1.86710      923624.    -0.456473
      0.00000      1.86711 -1.04178e+06      1.11642
      0.00000      1.86713 -5.00260e+06      1.95344
      0.00000      1.86714      110358.    0.0804936
      0.00000      1.86715  1.57618e+06      3.00684
      0.00000      1.86717  1.90258e+06      1.46134
      0.00000      1.86718  2.18059e+06      3.10954
      0.00000      1.86719  1.38926e+06      4.23316
      0.00000      1.86721      995544.     0.555438
      0.00000      1.86722  5.34144e+06      1.35137
      0.00000      1.86724     -69702.5    0.0875413
      0.00000      1.86725     -774049.      1.84940
      0.00000      1.86726      239946.    -0.358749
      0.00000      1.86728  7.57763e+06      3.20818
      0.00000      1.86729      548432.      1.21133
      0.00000      1.86731  1.51141e+06      1.96424
      0.00000      1.86732 -1.03293e+06      1.08596
      0.00000      1.86733 -1.20210e+06      2.25255
      0.00000      1.86735  4.32701e+08     -1.93443
      0.00000      1.86736 -6.00419e+06    -0.690514
      0.00000      1.86737  1.22981e+06     -1.10096
      0.00000      1.86739      708014.     0.774090
      0.00000      1.86740      91598.2     0.165757
