# Generated by G. Mace on Wed Jan 23 11:41:58 2019
# Wavelengths are not sequential where orders overlap.
# Each order is 2048 pixels.
#======================================================
# Spectrum        Wavelength         Flux         SNR       
#  Index          (microns)        (counts)    (per res.el.)
#======================================================
      0.00000      1.86623         -NaN         -NaN
      0.00000      1.86625      964032.     -1.86991
      0.00000      1.86626      200720.    -0.662835
      0.00000      1.86628     -154044.   -0.0468369
      0.00000      1.86629     -489671.    -0.904178
      0.00000      1.86631  2.91234e+06      1.52616
      0.00000      1.86632     -197847.     0.232766
      0.00000      1.86634     -71118.4    0.0719133
      0.00000      1.86635     -237151.     0.434768
      0.00000      1.86636      769370.     -1.13114
      0.00000      1.86638     -268065.    -0.187039
      0.00000      1.86639  1.08936e+06    -0.413807
      0.00000      1.86641      378728.     -1.01808
      0.00000      1.86642     -485825.      1.04110
      0.00000      1.86644  2.87834e+06     -1.64911
      0.00000      1.86645      373678.    -0.270964
      0.00000      1.86647 -1.78191e+06      1.47484
      0.00000      1.86648      30395.4   -0.0794594
      0.00000      1.86649 -3.26444e+06     -1.51074
      0.00000      1.86651  3.85245e+06      1.19969
      0.00000      1.86652  1.11165e+07      1.63590
      0.00000      1.86654  1.15072e+07     -2.22589
      0.00000      1.86655 -2.61735e+06     -2.25420
      0.00000      1.86657      180556.    -0.404404
      0.00000      1.86658 -1.43362e+06      2.50190
      0.00000      1.86659      791954.     -1.20313
      0.00000      1.86661      534993.     -1.08161
      0.00000      1.86662 -1.50431e+06      1.28385
      0.00000      1.86664      62532.6    -0.151868
      0.00000      1.86665      983698.    -0.701670
      0.00000      1.86667     -895504.      2.12674
      0.00000      1.86668  2.59329e+06      1.34637
      0.00000      1.86669     -67948.1    0.0595947
      0.00000      1.86671     -58101.9     0.207703
      0.00000      1.86672 -1.20106e+06      1.83367
      0.00000      1.86674  5.07374e+06      2.99378
      0.00000      1.86675  1.71308e+06    0.0899286
      0.00000      1.86677     -199011.   -0.0659484
      0.00000      1.86678  2.81554e+06      1.89694
      0.00000      1.86680      694714.      1.13995
      0.00000      1.86681     -762385.     -3.18923
      0.00000      1.86682     -639329.    -0.609116
      0.00000      1.86684 -1.42845e+06      2.05132
      0.00000      1.86685 -1.59130e+06      1.50794
      0.00000      1.86687     -221675.     0.321097
      0.00000      1.86688      663620.    -0.690420
      0.00000      1.86690      159837.     0.178048
      0.00000      1.86691      665763.    -0.543478
      0.00000      1.86692     -991318.      1.34120
      0.00000      1.86694 -1.05249e+06     -1.72769
      0.00000      1.86695 -2.70812e+06     -1.16016
      0.00000      1.86697  1.05512e+06     -2.32759
      0.00000      1.86698      71585.3    -0.128466
      0.00000      1.86700      926184.    -0.389063
      0.00000      1.86701  2.37651e+06      1.86853
      0.00000      1.86703  1.20718e+06     -1.29049
      0.00000      1.86704  1.91426e+06     -1.38701
      0.00000      1.86705  1.57808e+06     -2.86710
      0.00000      1.86707      261616.    -0.136608
      0.00000      1.86708     -289925.     0.473671
      0.00000      1.86710     -339621.     0.594142
      0.00000      1.86711  1.83738e+06    -0.731450
      0.00000      1.86713 -1.23418e+06      1.67157
      0.00000      1.86714 -1.11247e+06      1.08034
      0.00000      1.86715     -941003.     0.860829
      0.00000      1.86717     -315869.     0.492551
      0.00000      1.86718 -1.55615e+06     -1.26706
      0.00000      1.86720  8.27526e+06     -2.64392
      0.00000      1.86721 -3.97968e+06     0.725864
      0.00000      1.86723 -1.12475e+06      3.01395
      0.00000      1.86724      705849.     -1.48743
      0.00000      1.86725  9.04108e+06     -4.19253
      0.00000      1.86727  1.53822e+06     -3.75117
      0.00000      1.86728  1.16762e+06     -1.70216
      0.00000      1.86730 -3.05471e+06     -3.66982
      0.00000      1.86731     -811645.     -2.18436
      0.00000      1.86733 -1.22223e+06    -0.641292
      0.00000      1.86734  1.57674e+06    -0.716332
      0.00000      1.86735 -1.35562e+06    -0.676130
      0.00000      1.86737  1.40427e+07     -1.35789
      0.00000      1.86738     -181738.    -0.312408
      0.00000      1.86740  4.19573e+06      3.18312
      0.00000      1.86741  1.15595e+06     -1.39058
      0.00000      1.86743  2.68858e+06    -0.439301
      0.00000      1.86744  1.91184e+06      2.39442
      0.00000      1.86745     -693577.    -0.719320
      0.00000      1.86747     -499084.     0.418468
      0.00000      1.86748      584386.     -2.03169
      0.00000      1.86750  2.51162e+06     -2.33624
      0.00000      1.86751 -3.22480e+06    -0.883084
      0.00000      1.86753 -6.05089e+06     -3.51428
      0.00000      1.86754 -1.30126e+06     -1.34322
      0.00000      1.86755      98308.9   -0.0532894
      0.00000      1.86757 -1.97650e+06     -2.45439
      0.00000      1.86758  1.39206e+06    -0.614758
      0.00000      1.86760  2.77688e+06      2.63346
      0.00000      1.86761     -234344.    -0.789562
      0.00000      1.86763 -1.29574e+06     -1.70200
      0.00000      1.86764     -18108.9   -0.0382930
      0.00000      1.86765     -299519.    -0.264052
      0.00000      1.86767  1.16616e+06     -1.65885
      0.00000      1.86768     -780502.     0.674907
      0.00000      1.86770     -40462.7    0.0787052
      0.00000      1.86771 -1.75977e+06     0.851931
      0.00000      1.86773      88336.6     0.169880
      0.00000      1.86774     -494400.    -0.738617
      0.00000      1.86775 -1.11214e+06     -1.81443
      0.00000      1.86777  3.83155e+06     -2.82664
      0.00000      1.86778 -1.65751e+06     -2.48237
      0.00000      1.86780     -445164.     0.399158
      0.00000      1.86781     -231252.     0.211881
      0.00000      1.86783 -1.33013e+06     0.703684
      0.00000      1.86784  1.43029e+06     0.947832
      0.00000      1.86785 -3.27366e+06      1.77973
      0.00000      1.86787  8.90127e+06      2.90708
      0.00000      1.86788      739828.     0.908098
