# Generated by G. Mace on Sun Feb  5 00:12:28 2017
# Wavelengths are not sequential where orders overlap.
# Each order is 2048 pixels.
#======================================================
# Spectrum        Wavelength         Flux         SNR       
#  Index          (microns)        (counts)    (per res.el.)
#======================================================
      0.00000      1.86604         -NaN         -NaN
      0.00000      1.86606         -NaN         -NaN
      0.00000      1.86607         -NaN         -NaN
      0.00000      1.86609         -NaN         -NaN
      0.00000      1.86610 -1.67360e+06      3.25123
      0.00000      1.86612      589826.    -0.859885
      0.00000      1.86613 -2.48461e+06      2.62251
      0.00000      1.86615     -359430.      1.23815
      0.00000      1.86616 -1.62035e+08      4.83163
      0.00000      1.86618      8774.23   -0.0171149
      0.00000      1.86620  1.34381e+06     -1.22958
      0.00000      1.86621 -1.30922e+06     0.494722
      0.00000      1.86623 -3.52442e+06      2.74750
      0.00000      1.86624      409527.     0.198626
      0.00000      1.86626  1.25082e+06     -1.84712
      0.00000      1.86627      626124.    -0.693090
      0.00000      1.86629  5.89949e+06     -1.12955
      0.00000      1.86630      266507.    -0.760842
      0.00000      1.86632 -3.11698e+06      5.05086
      0.00000      1.86633      186135.    -0.763238
      0.00000      1.86635  4.80423e+06     -1.74391
      0.00000      1.86637      781842.     -1.85163
      0.00000      1.86638     -630423.      1.23907
      0.00000      1.86640  1.99760e+06      1.96958
      0.00000      1.86641 -3.66881e+06     -1.41961
      0.00000      1.86643 -1.44592e+06      2.72745
      0.00000      1.86644  1.10234e+07     -3.45602
      0.00000      1.86646  1.85657e+06     -2.38108
      0.00000      1.86647 -2.56124e+06     -1.65408
      0.00000      1.86649  1.42128e+06     -2.67712
      0.00000      1.86650     -72984.6     0.124345
      0.00000      1.86652  1.25424e+06     -1.15119
      0.00000      1.86653  2.10430e+07     -3.23229
      0.00000      1.86655  1.04627e+07     -1.80593
      0.00000      1.86657 -1.59853e+06      1.66633
      0.00000      1.86658      141297.    -0.174656
      0.00000      1.86660 -4.30238e+06     -1.72074
      0.00000      1.86661      482122.     0.460713
      0.00000      1.86663      165891.    -0.181685
      0.00000      1.86664 -4.25615e+06    -0.542261
      0.00000      1.86666      16359.8  -0.00302726
      0.00000      1.86667      208768.    -0.419271
      0.00000      1.86669  1.59927e+07     -2.48974
      0.00000      1.86670  1.31255e+06      1.87307
      0.00000      1.86672  3.61666e+06     0.577856
      0.00000      1.86673 -1.39480e+07    -0.931179
      0.00000      1.86675  1.60420e+06      1.60419
      0.00000      1.86676      652465.    -0.692128
      0.00000      1.86678  1.82858e+06     0.458182
      0.00000      1.86679      977807.      1.34613
      0.00000      1.86681      77567.8     0.199312
      0.00000      1.86682     -521775.    -0.966336
      0.00000      1.86684 -6.64271e+06      2.34135
      0.00000      1.86686      353307.    -0.466963
      0.00000      1.86687      474589.    -0.795613
      0.00000      1.86689 -1.49864e+07     -2.69553
      0.00000      1.86690 -6.09965e+06      1.46585
      0.00000      1.86692  1.24777e+06     -1.09531
      0.00000      1.86693     -3597.93  -0.00705498
      0.00000      1.86695     -443977.    -0.307112
      0.00000      1.86696     -390003.    -0.760777
      0.00000      1.86698     -339494.    -0.745150
      0.00000      1.86699 -1.46807e+06     -2.10042
      0.00000      1.86701      249309.     0.476915
      0.00000      1.86702     -817908.     -1.65317
      0.00000      1.86704     -58323.6    -0.187670
      0.00000      1.86705     -449594.     -1.18687
      0.00000      1.86707  3.25698e+06      4.15724
      0.00000      1.86708     -217378.    -0.452355
      0.00000      1.86710      801161.     0.206680
      0.00000      1.86711  2.05336e+06      1.71060
      0.00000      1.86713  2.11005e+07      3.60826
      0.00000      1.86714 -3.09162e+06     -1.56012
      0.00000      1.86716  3.36250e+06      1.58818
      0.00000      1.86717      662844.      1.11930
      0.00000      1.86719     -730157.    -0.578846
      0.00000      1.86720      99545.2     0.175980
      0.00000      1.86722     -146580.    -0.196852
      0.00000      1.86723  2.12844e+06      1.69353
      0.00000      1.86725 -1.11534e+07     -1.89920
      0.00000      1.86726     -258883.    -0.389020
      0.00000      1.86728  2.69183e+06      1.89296
      0.00000      1.86729  1.24690e+06     0.358360
      0.00000      1.86731 -8.82956e+06      1.56178
      0.00000      1.86732 -3.92935e+06      3.54401
      0.00000      1.86734  3.83661e+06    -0.868087
      0.00000      1.86735     -222823.    -0.440520
      0.00000      1.86737     -519583.      1.15011
      0.00000      1.86738     -136141.    0.0810230
      0.00000      1.86740     -944656.     -2.33852
      0.00000      1.86741  1.58343e+06      1.23147
      0.00000      1.86743 -1.83314e+06      1.13419
      0.00000      1.86745 -8.51610e+06      3.80448
      0.00000      1.86746     -407847.     0.877070
      0.00000      1.86748 -3.08240e+06      2.49922
      0.00000      1.86749      114731.     0.126105
      0.00000      1.86751      131720.     0.229845
      0.00000      1.86752  7.90818e+06      1.43376
      0.00000      1.86754  5.71978e+06      2.75402
      0.00000      1.86755 -1.24863e+06      1.14328
      0.00000      1.86757  3.75727e+06      5.06370
      0.00000      1.86758  4.21870e+06      2.85129
      0.00000      1.86759  1.45766e+06      2.97077
      0.00000      1.86761      852441.     0.731581
      0.00000      1.86762      812965.      1.48573
      0.00000      1.86764      61967.0     0.168659
      0.00000      1.86765     -792341.     -1.20184
      0.00000      1.86767      466237.     0.788666
      0.00000      1.86768  1.10845e+06      1.01393
      0.00000      1.86770     -517114.     -1.00934
      0.00000      1.86771 -1.30111e+06     -1.03514
      0.00000      1.86773      686754.      1.60938
      0.00000      1.86774     -137419.    -0.532613
      0.00000      1.86776 -1.85782e+06     -2.90521
      0.00000      1.86777     -319051.    -0.528339
      0.00000      1.86779      170951.     0.247762
      0.00000      1.86780     -592304.    -0.723324
      0.00000      1.86782 -3.74640e+06     -4.73130
      0.00000      1.86783     -75534.3    -0.215624
      0.00000      1.86785  1.58454e+06     0.531125
      0.00000      1.86786      889364.      2.62539
      0.00000      1.86788 -2.18007e+07     -3.99501
      0.00000      1.86789  7.16797e+06    -0.290380
      0.00000      1.86791 -1.37766e+06     -2.08164
      0.00000      1.86792  9.27711e+06     0.928505
      0.00000      1.86794 -1.32678e+06    -0.824350
      0.00000      1.86795  1.56965e+06      1.56221
      0.00000      1.86797 -2.59748e+06     -2.12597
      0.00000      1.86798      90120.3     0.255071
      0.00000      1.86800     -359566.    -0.556651
      0.00000      1.86801     -397333.     -1.22011
      0.00000      1.86803      137240.     0.331152
      0.00000      1.86804  1.82639e+06      1.90287
      0.00000      1.86806     -19072.0   -0.0693942
      0.00000      1.86807      131887.     0.155806
      0.00000      1.86809      253558.     0.310257
      0.00000      1.86810 -2.82478e+06      1.69199
      0.00000      1.86812 -2.26042e+06     -1.32565
      0.00000      1.86813      772032.     0.347956
      0.00000      1.86815  7.20622e+06     -1.00972
      0.00000      1.86816      844400.      2.24245
      0.00000      1.86818  1.68444e+06      1.91447
      0.00000      1.86819  4.17946e+06      3.99270
      0.00000      1.86820      954000.     0.841566
      0.00000      1.86822  1.69030e+06    -0.328315
      0.00000      1.86823  2.31819e+06      1.11956
      0.00000      1.86825      322451.     0.422825
      0.00000      1.86826 -1.05226e+07      2.39703
      0.00000      1.86828  8.42733e+06      1.98446
      0.00000      1.86829 -2.44903e+06     -1.76473
      0.00000      1.86831      434534.      1.82225
      0.00000      1.86832 -3.17019e+06     -2.10103
      0.00000      1.86834  2.03894e+06      1.25678
      0.00000      1.86835 -1.25830e+06     -1.39496
      0.00000      1.86837     -536865.    -0.250177
      0.00000      1.86838 -8.37329e+06     -1.59055
      0.00000      1.86840      782953.     -1.07436
      0.00000      1.86841  1.50451e+06     -1.18469
      0.00000      1.86843  1.10879e+06    -0.806952
      0.00000      1.86844      444367.     0.438384
      0.00000      1.86846 -1.59894e+06     -1.84388
      0.00000      1.86847  2.48657e+07      4.68216
      0.00000      1.86848      449576.     0.226250
      0.00000      1.86850     -440687.    -0.851010
      0.00000      1.86851     -993021.    -0.688954
      0.00000      1.86853 -1.50196e+06    -0.670082
      0.00000      1.86854 -1.50207e+06    -0.438562
      0.00000      1.86856      604728.     -1.22953
      0.00000      1.86857 -1.54901e+06      2.57313
      0.00000      1.86859     -809415.      1.09640
      0.00000      1.86860  3.37097e+06      2.67348
      0.00000      1.86862 -2.11679e+07     -3.18165
      0.00000      1.86863  2.20975e+06    -0.519972
      0.00000      1.86865  4.36519e+06      3.00084
      0.00000      1.86866 -1.36006e+06      1.44753
      0.00000      1.86868  2.93811e+06      2.55838
      0.00000      1.86869     -917351.     0.725119
      0.00000      1.86870      331973.    -0.386972
      0.00000      1.86872 -5.94817e+07     -2.74008
      0.00000      1.86873  1.07151e+06    -0.853698
      0.00000      1.86875     -240041.    -0.541934
      0.00000      1.86876  2.71789e+06      1.09277
      0.00000      1.86878 -1.94496e+06      2.39510
      0.00000      1.86879 -1.43188e+06      1.99801
      0.00000      1.86881     -754036.     -1.18471
      0.00000      1.86882     -35943.6    0.0590464
      0.00000      1.86884 -3.15526e+06     -1.53227
      0.00000      1.86885  2.35235e+06      1.58363
      0.00000      1.86887     -775549.     0.883757
      0.00000      1.86888  7.43506e+06     -1.75845
      0.00000      1.86889      654234.      1.14193
      0.00000      1.86891  1.60020e+06     -2.66218
      0.00000      1.86892      272696.    -0.327662
      0.00000      1.86894     -904031.     0.957906
      0.00000      1.86895  3.70815e+06     -3.13767
      0.00000      1.86897 -1.75799e+06    -0.482655
      0.00000      1.86898  1.53469e+06      2.06695
      0.00000      1.86900  1.01992e+06      1.52183
      0.00000      1.86901  1.27121e+06     -2.37055
      0.00000      1.86903     -797926.     0.356251
      0.00000      1.86904     -402448.     0.643365
      0.00000      1.86905     -258536.     0.396816
      0.00000      1.86907 -7.05937e+06      1.89804
      0.00000      1.86908 -1.22610e+07      3.84397
      0.00000      1.86910 -1.10049e+07    -0.663806
      0.00000      1.86911 -1.67004e+07     -4.11639
      0.00000      1.86913  2.92772e+06      1.95814
      0.00000      1.86914  1.09535e+07     -3.39473
      0.00000      1.86916  1.69377e+06     -4.44159
      0.00000      1.86917 -1.50232e+06     0.635520
      0.00000      1.86918 -1.23239e+07     -3.81568
      0.00000      1.86920      661487.    -0.527057
      0.00000      1.86921      122813.    -0.108056
      0.00000      1.86923 -2.64268e+06      2.51592
      0.00000      1.86924  6.67844e+06      2.06473
      0.00000      1.86926  6.28708e+06     -1.39517
      0.00000      1.86927  1.58524e+06    -0.639439
      0.00000      1.86929 -1.33684e+06    -0.456234
      0.00000      1.86930     -304703.    -0.517756
      0.00000      1.86932  1.74590e+06     0.586299
      0.00000      1.86933      426080.    -0.415905
      0.00000      1.86934 -1.01813e+06     0.691288
      0.00000      1.86936 -1.21175e+06      1.29817
      0.00000      1.86937 -1.15597e+06      2.99612
      0.00000      1.86939  4.40161e+06      1.48834
      0.00000      1.86940     -746948.    -0.159881
      0.00000      1.86942 -1.95155e+06     -1.79983
      0.00000      1.86943  2.18338e+06     -2.61373
      0.00000      1.86944  6.19885e+06      3.45574
      0.00000      1.86946      808244.     -1.71448
      0.00000      1.86947 -1.55016e+06      1.20604
      0.00000      1.86949  3.61485e+06     -2.26512
