# Generated by G. Mace on Fri Feb  3 21:14:17 2017
# Wavelengths are not sequential where orders overlap.
# Each order is 2048 pixels.
#======================================================
# Spectrum        Wavelength         Flux         SNR       
#  Index          (microns)        (counts)    (per res.el.)
#======================================================
      0.00000      1.86635         -NaN         -NaN
      0.00000      1.86637         -NaN         -NaN
      0.00000      1.86638         -NaN         -NaN
      0.00000      1.86639         -NaN         -NaN
      0.00000      1.86641  3.63906e+06     0.898519
      0.00000      1.86642  4.64650e+06     -2.42515
      0.00000      1.86644     -672923.      1.73770
      0.00000      1.86645      620870.     0.670988
      0.00000      1.86646     -850069.      1.69201
      0.00000      1.86648      954820.      2.35610
      0.00000      1.86649 -1.13825e+06      2.57529
      0.00000      1.86651 -1.86434e+06    -0.410288
      0.00000      1.86652      463462.     0.478580
      0.00000      1.86653  7.04875e+06      1.06342
      0.00000      1.86655  1.18616e+06     -1.43928
      0.00000      1.86656     -178486.     0.209430
      0.00000      1.86658      435334.     0.595407
      0.00000      1.86659  3.27533e+07      2.34432
      0.00000      1.86660     -632496.      1.33097
      0.00000      1.86662  1.45889e+06      2.00464
      0.00000      1.86663  2.23428e+06      2.52890
      0.00000      1.86664  7.96535e+06    -0.159230
      0.00000      1.86666 -3.28385e+06    -0.943000
      0.00000      1.86667     -645948.      1.98593
      0.00000      1.86669     -556748.    -0.838603
      0.00000      1.86670     -176318.     0.229065
      0.00000      1.86671     -779894.     -2.74298
      0.00000      1.86673 -1.98179e+06     -1.07615
      0.00000      1.86674 -1.62834e+06      3.37356
      0.00000      1.86676      826570.     0.602775
      0.00000      1.86677      506708.    -0.853630
      0.00000      1.86678 -4.24497e+06    -0.953441
      0.00000      1.86680     -443692.      1.17667
      0.00000      1.86681 -1.02061e+06     0.121002
      0.00000      1.86683 -1.43448e+07    -0.407655
      0.00000      1.86684 -1.58787e+06     -3.79128
      0.00000      1.86685 -3.18738e+06      1.52110
      0.00000      1.86687     -102056.    -0.393190
      0.00000      1.86688     -342903.     0.973635
      0.00000      1.86690      687855.     -1.22179
      0.00000      1.86691     -88291.8     0.118095
      0.00000      1.86692  3.83980e+06      2.61406
      0.00000      1.86694      221695.     0.339983
      0.00000      1.86695 -4.34234e+07     -1.08711
      0.00000      1.86697      408760.    -0.650867
      0.00000      1.86698 -7.90880e+06     -3.10064
      0.00000      1.86699 -1.82673e+07      1.27671
      0.00000      1.86701     -122388.    -0.205897
      0.00000      1.86702  4.27463e+06    -0.975972
      0.00000      1.86703  1.45664e+07      3.36321
      0.00000      1.86705      548079.      2.22465
      0.00000      1.86706  1.03767e+07     0.880699
      0.00000      1.86708 -4.24405e+07      1.98917
      0.00000      1.86709      73592.7    0.0634330
      0.00000      1.86710 -2.51937e+06      1.93593
      0.00000      1.86712 -1.35643e+07    -0.828168
      0.00000      1.86713     -213826.    -0.221469
      0.00000      1.86715  1.09041e+06    -0.964216
      0.00000      1.86716     -576824.      1.94729
      0.00000      1.86717      169577.     0.484652
      0.00000      1.86719      327090.     -1.35542
      0.00000      1.86720     -979045.     0.482609
      0.00000      1.86722  1.00075e+07    -0.863397
      0.00000      1.86723  2.50376e+07     -1.22163
      0.00000      1.86724  1.14613e+06     0.653528
      0.00000      1.86726      615052.     0.198664
      0.00000      1.86727      349291.     0.814413
      0.00000      1.86729      473630.     -2.23530
      0.00000      1.86730 -2.08456e+06      2.44338
      0.00000      1.86731  3.66558e+06    -0.678962
      0.00000      1.86733  1.22837e+06    -0.364105
      0.00000      1.86734  1.84260e+07      4.20234
      0.00000      1.86735     -236397.     0.722359
      0.00000      1.86737 -1.31655e+06      4.27704
      0.00000      1.86738     -992415.      1.59783
      0.00000      1.86740  2.95565e+06     -1.96951
      0.00000      1.86741  1.73348e+06    -0.397391
      0.00000      1.86742     -786463.      1.00620
      0.00000      1.86744 -2.91471e+07      1.96615
      0.00000      1.86745      6298.88   0.00597292
      0.00000      1.86747     -505740.     -1.29892
      0.00000      1.86748 -2.49362e+06      4.06337
      0.00000      1.86749 -4.89865e+06      1.81198
      0.00000      1.86751  2.85101e+06      1.43409
      0.00000      1.86752     -87504.2    -0.189502
      0.00000      1.86754  1.20232e+07      2.44886
      0.00000      1.86755 -3.12988e+06     0.727565
      0.00000      1.86756      322292.     0.310260
      0.00000      1.86758      76993.9     0.139915
      0.00000      1.86759     -203397.    -0.317129
      0.00000      1.86760 -4.31883e+06    -0.527363
      0.00000      1.86762      630050.     0.539189
      0.00000      1.86763     -833492.     -1.22078
      0.00000      1.86765      367344.     0.726713
      0.00000      1.86766      559352.     -1.84311
      0.00000      1.86767     -97078.7   -0.0414534
      0.00000      1.86769 -1.66563e+07      1.83585
      0.00000      1.86770      9276.19   0.00694150
      0.00000      1.86772     -314092.     0.229073
      0.00000      1.86773 -1.14792e+06    -0.142374
      0.00000      1.86774      96437.5     0.188636
      0.00000      1.86776      2924.46    0.0186966
      0.00000      1.86777     -913020.     0.383569
      0.00000      1.86779  2.00836e+06      1.72297
      0.00000      1.86780  1.01946e+06     0.217659
      0.00000      1.86781      344068.      1.25551
      0.00000      1.86783      465671.    -0.373966
      0.00000      1.86784      368667.    -0.205861
      0.00000      1.86785     -678532.      1.17390
      0.00000      1.86787      232007.    -0.383620
      0.00000      1.86788      47303.0     0.217465
      0.00000      1.86790  4.31240e+06      1.00296
      0.00000      1.86791     -514706.      1.13694
      0.00000      1.86792  1.05032e+07     -1.23288
      0.00000      1.86794      33154.2     0.162888
      0.00000      1.86795     -582806.     0.578932
      0.00000      1.86797  1.20511e+06    -0.641676
      0.00000      1.86798 -1.31912e+06      1.55103
      0.00000      1.86799     -790597.    -0.212453
      0.00000      1.86801     -146599.     0.276161
      0.00000      1.86802 -2.67498e+06    -0.693343
      0.00000      1.86804      598617.      2.29744
      0.00000      1.86805  3.74037e+06    -0.534566
      0.00000      1.86806     -334884.    -0.342583
      0.00000      1.86808 -1.24325e+06    -0.696185
      0.00000      1.86809      162453.    0.0591157
      0.00000      1.86810     -505929.    -0.605331
      0.00000      1.86812     -19826.3   -0.0419375
      0.00000      1.86813  1.02881e+07     0.484182
      0.00000      1.86815     -501668.     -1.42470
      0.00000      1.86816  1.26980e+06     -2.08596
