# Generated by G. Mace on Thu Nov 29 14:09:06 2018
# Wavelengths are not sequential where orders overlap.
# Each order is 2048 pixels.
#======================================================
# Spectrum        Wavelength         Flux         SNR       
#  Index          (microns)        (counts)    (per res.el.)
#======================================================
      0.00000      1.86623         -NaN         -NaN
      0.00000      1.86624     -294857.     -2.64049
      0.00000      1.86625      113402.     0.472639
      0.00000      1.86627 -1.61265e+06      2.38139
      0.00000      1.86628     -61515.9     0.217000
      0.00000      1.86630      103725.     0.109526
      0.00000      1.86631     -299769.     0.455342
      0.00000      1.86633      238029.    -0.781096
      0.00000      1.86634     -82905.5    -0.585074
      0.00000      1.86636     -339462.    -0.798035
      0.00000      1.86637      60435.6     0.152808
      0.00000      1.86639      614535.     -2.50116
      0.00000      1.86640     -28880.1   -0.0929220
      0.00000      1.86641  1.30109e+06      1.01385
      0.00000      1.86643     -606774.     -1.70897
      0.00000      1.86644     -102072.    -0.436144
      0.00000      1.86646     -604832.    -0.825662
      0.00000      1.86647     -207823.    -0.751050
      0.00000      1.86649      57366.6     0.541911
      0.00000      1.86650      823359.     0.889087
      0.00000      1.86652 -3.37569e+06      3.03135
      0.00000      1.86653  2.93428e+06      1.69931
      0.00000      1.86655     -70232.4    -0.358288
      0.00000      1.86656  1.49549e+06      1.14546
      0.00000      1.86657 -4.17238e+06     -2.33061
      0.00000      1.86659      140034.    -0.211334
      0.00000      1.86660      547821.     0.611255
      0.00000      1.86662      648023.     -1.77878
      0.00000      1.86663     -480491.      1.26150
      0.00000      1.86665  8.77286e+07     -2.50974
      0.00000      1.86666 -2.22973e+06     -1.33743
      0.00000      1.86668 -1.02608e+06    -0.919155
      0.00000      1.86669      930043.     0.894619
      0.00000      1.86671      450529.     0.864418
      0.00000      1.86672      261486.     0.329612
      0.00000      1.86673     -944832.      1.65549
      0.00000      1.86675     -514031.     0.960161
      0.00000      1.86676  6.02766e+06     -2.55200
      0.00000      1.86678  2.86519e+06     -3.11511
      0.00000      1.86679  2.06696e+06    -0.854781
      0.00000      1.86681      17051.7    0.0698145
      0.00000      1.86682      697524.     0.649604
      0.00000      1.86684  1.07573e+06     -1.62018
      0.00000      1.86685      173732.    -0.391529
      0.00000      1.86686     -361581.     0.860700
      0.00000      1.86688  1.35955e+06     0.850182
      0.00000      1.86689  3.78391e+06     -1.21684
      0.00000      1.86691      909068.     -1.13400
      0.00000      1.86692 -1.61106e+06     -2.44704
      0.00000      1.86694     -116683.    -0.769437
      0.00000      1.86695 -1.68699e+06     0.702821
      0.00000      1.86697 -1.32967e+06     -1.55644
      0.00000      1.86698     -103200.     0.364958
      0.00000      1.86700     -396345.     0.168963
      0.00000      1.86701     -199820.    -0.369348
      0.00000      1.86702  1.42740e+06      1.57457
      0.00000      1.86704  1.07425e+06      1.52958
      0.00000      1.86705      427085.     0.512222
      0.00000      1.86707 -1.42418e+06     -1.57199
      0.00000      1.86708      96124.6     0.434390
      0.00000      1.86710     -44206.9   -0.0984497
      0.00000      1.86711      268722.     0.230519
      0.00000      1.86713      409747.    -0.646378
      0.00000      1.86714     -256060.    -0.389931
      0.00000      1.86715     -502595.     0.976147
      0.00000      1.86717     -354279.    -0.265008
      0.00000      1.86718      151897.     0.716345
      0.00000      1.86720  1.70902e+06     -1.29268
      0.00000      1.86721     -998410.     -1.20854
      0.00000      1.86723     -958698.     -3.86183
      0.00000      1.86724     -825798.     0.439747
      0.00000      1.86725 -1.06056e+06     -2.59989
      0.00000      1.86727     -376194.     -1.41727
      0.00000      1.86728     -58250.0    -0.182815
      0.00000      1.86730      556204.     -1.66962
      0.00000      1.86731      26391.1    -0.160072
      0.00000      1.86733  2.41138e+06     -1.04524
      0.00000      1.86734      169987.     -1.09099
      0.00000      1.86736 -9.43774e+06     -1.90460
      0.00000      1.86737      783285.      2.06156
      0.00000      1.86738 -1.33887e+07     -1.35532
      0.00000      1.86740      628549.    -0.987379
      0.00000      1.86741  1.02834e+06     -2.93538
      0.00000      1.86743     -18676.7   0.00793126
      0.00000      1.86744      310844.     0.657870
      0.00000      1.86746  1.89711e+06      4.94547
      0.00000      1.86747  1.06530e+06     -2.19199
      0.00000      1.86749      216614.     0.201095
      0.00000      1.86750      122227.   -0.0961101
      0.00000      1.86751      229609.     0.551742
      0.00000      1.86753      347831.     -1.40870
      0.00000      1.86754      485478.     -1.26713
      0.00000      1.86756     -126467.     0.369355
      0.00000      1.86757 -1.65267e+06    -0.936596
      0.00000      1.86759      397235.    -0.961837
      0.00000      1.86760      303890.     -1.08737
      0.00000      1.86761      101914.    -0.224096
      0.00000      1.86763  1.21215e+06     -1.12666
      0.00000      1.86764      722284.     -3.18007
      0.00000      1.86766      569333.     -2.16191
      0.00000      1.86767     -746524.      1.89439
      0.00000      1.86769     -343957.     -2.36206
      0.00000      1.86770      325746.      1.04405
      0.00000      1.86771 -3.32462e+06     -1.99459
      0.00000      1.86773     -700097.     -2.00970
      0.00000      1.86774      87045.5     0.279748
      0.00000      1.86776     -6279.98   0.00366005
      0.00000      1.86777  1.80635e+06      1.66587
      0.00000      1.86779  3.70033e+07      1.58369
      0.00000      1.86780     -26568.7    0.0912222
      0.00000      1.86782     -407298.    -0.361885
      0.00000      1.86783  1.17132e+06     -2.35832
      0.00000      1.86784     -243160.     0.609936
      0.00000      1.86786     -19311.5   -0.0214427
      0.00000      1.86787      686439.    -0.696870
      0.00000      1.86789     -49245.1    -0.256065
      0.00000      1.86790  1.83997e+06     0.795527
      0.00000      1.86792      994312.     -2.19451
      0.00000      1.86793 -1.28963e+06     -2.35143
      0.00000      1.86794     -72091.1    -0.343291
      0.00000      1.86796     -300098.     -1.17970
      0.00000      1.86797     -699449.     -1.89663
      0.00000      1.86799      987160.      3.32583
      0.00000      1.86800      501087.     0.757878
      0.00000      1.86802      77119.4     0.277042
      0.00000      1.86803     -371705.     -1.97284
      0.00000      1.86804 -5.73385e+06     -1.03528
      0.00000      1.86806     -108433.    0.0448532
      0.00000      1.86807     -368554.    -0.567768
      0.00000      1.86809  7.45524e+07    -0.199981
      0.00000      1.86810  2.99606e+06      1.35952
      0.00000      1.86812  2.65751e+06     -1.54320
      0.00000      1.86813 -1.57491e+06     -1.73501
      0.00000      1.86814  2.80603e+06     -2.90746
      0.00000      1.86816     -95724.4   -0.0566345
      0.00000      1.86817     -680242.     -3.35782
      0.00000      1.86819  1.51085e+07     -2.76450
      0.00000      1.86820     -230990.    -0.593317
      0.00000      1.86821     -853388.     -2.22840
      0.00000      1.86823 -4.44486e+06     -3.59760
      0.00000      1.86824 -1.63519e+06     -2.99346
      0.00000      1.86826     -280436.     -1.96536
      0.00000      1.86827      813721.      1.52855
      0.00000      1.86829     -136878.    -0.791979
      0.00000      1.86830      493354.      1.25793
      0.00000      1.86831      238750.     -1.04834
      0.00000      1.86833      543232.     -3.98269
      0.00000      1.86834 -2.38349e+06     -2.92606
      0.00000      1.86836  2.65748e+06     -3.42558
      0.00000      1.86837     -534236.     -1.83686
      0.00000      1.86839     -417881.     -1.88613
      0.00000      1.86840     -55413.5    -0.205474
      0.00000      1.86841  8.50404e+06     -3.61046
      0.00000      1.86843  2.75201e+06     -2.58941
      0.00000      1.86844 -3.32789e+07     -2.88386
      0.00000      1.86846 -1.05888e+06     -4.04836
      0.00000      1.86847 -3.91693e+06     -1.85548
      0.00000      1.86849     -91327.9    -0.406626
      0.00000      1.86850  3.44849e+06     -4.34661
      0.00000      1.86851 -1.36674e+06     -3.34662
      0.00000      1.86853  1.82001e+06     -1.76930
      0.00000      1.86854      127347.    -0.446266
      0.00000      1.86856     -592515.    -0.822900
      0.00000      1.86857  3.14413e+06     -1.89179
      0.00000      1.86858  9.74703e+07     0.688630
      0.00000      1.86860     -143306.    -0.322614
      0.00000      1.86861     -600716.     -3.33630
      0.00000      1.86863  3.34740e+06     -1.82942
      0.00000      1.86864     -103564.    -0.155679
      0.00000      1.86866     -770142.    -0.895392
      0.00000      1.86867      629996.     -3.96986
      0.00000      1.86868 -8.30051e+06     -4.29244
      0.00000      1.86870  1.18182e+07     -3.49700
      0.00000      1.86871      723093.     -1.00300
      0.00000      1.86873  1.23460e+06     -1.72177
      0.00000      1.86874      755639.     -1.84961
      0.00000      1.86875     -561706.    -0.777152
      0.00000      1.86877 -1.74713e+06     -3.34742
      0.00000      1.86878      815429.     -3.00068
      0.00000      1.86880  3.97264e+06    -0.733755
      0.00000      1.86881 -2.27378e+06     -2.23889
      0.00000      1.86883     -104538.     0.356946
      0.00000      1.86884 -1.52357e+06     -1.42151
      0.00000      1.86885  2.45805e+06     -3.02197
      0.00000      1.86887  2.08625e+06     -4.05144
      0.00000      1.86888  2.73830e+06     -3.91776
      0.00000      1.86890 -2.83231e+06     -1.08364
      0.00000      1.86891      430211.     -2.32952
      0.00000      1.86892  1.81157e+06     -2.21814
      0.00000      1.86894  1.15217e+06     -1.42508
      0.00000      1.86895      334535.    -0.262797
      0.00000      1.86897     -970084.     -1.54804
      0.00000      1.86898     -94130.5    -0.269398
      0.00000      1.86900 -1.59294e+06      2.67672
      0.00000      1.86901  1.12675e+06      1.80595
      0.00000      1.86902      187463.     0.622500
      0.00000      1.86904     -121561.    -0.364464
      0.00000      1.86905  8.96601e+06     -3.13227
      0.00000      1.86907     -42049.5    -0.224903
      0.00000      1.86908      628665.      3.66865
      0.00000      1.86909     -19089.5    -0.109001
      0.00000      1.86911     -272894.     0.354430
      0.00000      1.86912     -233010.     0.446426
      0.00000      1.86914      545556.     -1.52360
      0.00000      1.86915     -68691.0     0.196599
      0.00000      1.86916     -24967.8    -0.104394
      0.00000      1.86918      40105.4     0.148461
      0.00000      1.86919     -82229.0     0.525631
      0.00000      1.86921      263468.     0.175482
      0.00000      1.86922     -6073.26   -0.0194694
      0.00000      1.86923     -868030.     0.853443
      0.00000      1.86925     -538928.      1.31991
      0.00000      1.86926      453892.      1.61527
      0.00000      1.86928     -706461.     0.759664
      0.00000      1.86929 -2.02254e+06      1.11546
      0.00000      1.86931      265907.      1.31511
      0.00000      1.86932 -4.06439e+06     -2.59491
      0.00000      1.86933      805073.      2.66700
      0.00000      1.86935      136344.     0.960775
      0.00000      1.86936      541024.      3.06394
      0.00000      1.86938  1.16355e+06      2.51131
      0.00000      1.86939      443540.      2.45353
      0.00000      1.86940      616660.      1.92802
      0.00000      1.86942  1.18140e+06      3.40278
      0.00000      1.86943      622056.      2.04237
      0.00000      1.86945      55223.5     0.223961
      0.00000      1.86946      54379.9     0.221905
      0.00000      1.86947      240914.      1.24463
      0.00000      1.86949      351902.     0.815113
      0.00000      1.86950     -701485.      1.28044
      0.00000      1.86952  1.39983e+06      2.87683
      0.00000      1.86953      95276.4     0.703690
      0.00000      1.86954      112710.     0.309275
      0.00000      1.86956      431432.      1.10472
      0.00000      1.86957     -79395.7    -0.487993
      0.00000      1.86959     -57172.7    -0.248757
      0.00000      1.86960      192875.     0.798059
      0.00000      1.86961     -124495.    -0.421522
      0.00000      1.86963      406014.      1.74174
      0.00000      1.86964      98258.8     0.447470
      0.00000      1.86966      880744.      2.35024
      0.00000      1.86967  1.82310e+06      2.02574
      0.00000      1.86968      286489.     0.738302
      0.00000      1.86970      240341.     0.265595
      0.00000      1.86971      271308.      1.00415
      0.00000      1.86973     -149782.    -0.342758
      0.00000      1.86974  2.78865e+06      1.73304
      0.00000      1.86975     -971294.     -2.39125
      0.00000      1.86977      346345.      1.22421
      0.00000      1.86978      291875.      1.19092
      0.00000      1.86980      413805.    -0.711768
      0.00000      1.86981     -296992.     0.483006
      0.00000      1.86982      490393.      1.90747
      0.00000      1.86984      752644.      1.05257
      0.00000      1.86985      797822.     0.680232
      0.00000      1.86987      887596.      4.36611
      0.00000      1.86988      513718.      1.54979
      0.00000      1.86989      512769.     0.700056
