# Generated by G. Mace on Fri Feb  3 21:13:39 2017
# Wavelengths are not sequential where orders overlap.
# Each order is 2048 pixels.
#======================================================
# Spectrum        Wavelength         Flux         SNR       
#  Index          (microns)        (counts)    (per res.el.)
#======================================================
      0.00000      1.86635         -NaN         -NaN
      0.00000      1.86637         -NaN         -NaN
      0.00000      1.86638         -NaN         -NaN
      0.00000      1.86639         -NaN         -NaN
      0.00000      1.86641 -2.45817e+06    -0.501107
      0.00000      1.86642 -9.21984e+06      4.27148
      0.00000      1.86644     -360647.     0.732592
      0.00000      1.86645     -748302.    -0.611597
      0.00000      1.86646     -604632.     0.976246
      0.00000      1.86648      887429.      1.72460
      0.00000      1.86649      732281.     -1.23474
      0.00000      1.86651  7.18933e+06      1.12847
      0.00000      1.86652 -1.79189e+06     -1.38158
      0.00000      1.86653  1.32789e+07      1.50564
      0.00000      1.86655      206006.    -0.182077
      0.00000      1.86656      55467.4   -0.0532281
      0.00000      1.86658      345473.     0.375138
      0.00000      1.86659 -1.02433e+07    -0.562827
      0.00000      1.86660 -1.45724e+06      2.37331
      0.00000      1.86662 -1.21988e+06     -1.28797
      0.00000      1.86663 -1.08872e+06    -0.960399
      0.00000      1.86664  4.61340e+07    -0.719159
      0.00000      1.86666     -370665.   -0.0823030
      0.00000      1.86667      408863.    -0.917452
      0.00000      1.86669  3.90798e+06      4.41138
      0.00000      1.86670      555424.    -0.514540
      0.00000      1.86671      40432.8     0.101982
      0.00000      1.86673 -2.64889e+06     -1.10267
      0.00000      1.86674      674289.     -1.03733
      0.00000      1.86676  3.85302e+06      2.14214
      0.00000      1.86677      87758.3    -0.110208
      0.00000      1.86678  2.73619e+06     0.473006
      0.00000      1.86680     -702351.      1.40849
      0.00000      1.86681 -4.72016e+07      4.08161
      0.00000      1.86683  1.18242e+08      2.50044
      0.00000      1.86684      673984.      1.18534
      0.00000      1.86685 -8.18760e+06      3.11315
      0.00000      1.86687      578678.      1.62242
      0.00000      1.86688 -1.22056e+06      2.63517
      0.00000      1.86690 -1.24380e+06      1.68794
      0.00000      1.86691      688601.    -0.719528
      0.00000      1.86692  3.58759e+06      1.85666
      0.00000      1.86694      202607.     0.236744
      0.00000      1.86695 -3.00808e+07    -0.560818
      0.00000      1.86697     -622005.     0.776378
      0.00000      1.86698  2.22041e+06     0.673795
      0.00000      1.86699  3.60571e+06    -0.187422
      0.00000      1.86701     -933326.     -1.29797
      0.00000      1.86702      124664.   -0.0213825
      0.00000      1.86703  6.28986e+06      1.12425
      0.00000      1.86705      535839.      1.69920
      0.00000      1.86706  4.66163e+07      2.92435
      0.00000      1.86708 -5.14685e+07      1.83905
      0.00000      1.86709  1.72394e+06      1.16485
      0.00000      1.86710     -664922.     0.415627
      0.00000      1.86712  4.98074e+07      2.42145
      0.00000      1.86713      231139.     0.187020
      0.00000      1.86715      504956.    -0.351821
      0.00000      1.86716 -1.03298e+06      2.72953
      0.00000      1.86717      250429.     0.543984
      0.00000      1.86719     -563072.      1.84484
      0.00000      1.86720  3.31190e+06     -1.29834
      0.00000      1.86722 -5.71063e+06     0.389361
      0.00000      1.86723 -8.51317e+06     0.335193
      0.00000      1.86724 -2.92277e+06     -1.23463
      0.00000      1.86726  3.99639e+06     0.995646
      0.00000      1.86727     -417262.    -0.731458
      0.00000      1.86729      105984.    -0.363552
      0.00000      1.86730  3.17004e+06     -2.78245
      0.00000      1.86731  6.98610e+06    -0.988976
      0.00000      1.86733  2.11676e+06    -0.482010
      0.00000      1.86734 -6.13337e+06     -1.06161
      0.00000      1.86735  2.52552e+06     -5.67526
      0.00000      1.86737     -646229.      1.69813
      0.00000      1.86738     -410114.     0.551955
      0.00000      1.86740     -267123.     0.148009
      0.00000      1.86741 -6.26060e+06      1.05462
      0.00000      1.86742      896193.    -0.840236
      0.00000      1.86744 -4.68017e+07      2.57800
      0.00000      1.86745  3.86061e+06      2.97127
      0.00000      1.86747      754937.      1.40520
      0.00000      1.86748     -529960.     0.728756
      0.00000      1.86749     -607623.     0.175849
      0.00000      1.86751 -1.06559e+07     -4.02260
      0.00000      1.86752     -92291.8    -0.170053
      0.00000      1.86754 -2.52302e+06    -0.388709
      0.00000      1.86755  3.24783e+06    -0.565267
      0.00000      1.86756      71837.9    0.0558742
      0.00000      1.86758      458238.     0.622275
      0.00000      1.86759      409408.     0.478242
      0.00000      1.86760 -4.70740e+06    -0.456944
      0.00000      1.86762  1.31438e+06     0.860955
      0.00000      1.86763 -1.28604e+06     -1.34715
      0.00000      1.86765  1.51671e+06      2.25780
      0.00000      1.86766     -975134.      2.28773
      0.00000      1.86767  8.53602e+06      2.76988
      0.00000      1.86769  4.82650e+06    -0.415705
      0.00000      1.86770  1.89353e+06      1.09824
      0.00000      1.86772     -816892.     0.460278
      0.00000      1.86773 -1.30420e+07     -1.16059
      0.00000      1.86774     -271141.    -0.414912
      0.00000      1.86776      119975.     0.579949
      0.00000      1.86777 -5.33427e+06      1.65322
      0.00000      1.86779  1.56595e+06      1.04378
      0.00000      1.86780  2.10170e+07      3.31700
      0.00000      1.86781     -301062.    -0.796632
      0.00000      1.86783  1.20469e+06    -0.746876
      0.00000      1.86784  3.26003e+06     -1.34885
      0.00000      1.86785      928160.     -1.16601
      0.00000      1.86787 -1.27515e+06      1.49101
      0.00000      1.86788      46082.9     0.160082
      0.00000      1.86790 -1.43873e+07     -2.58228
      0.00000      1.86791     -156814.     0.260192
      0.00000      1.86792      701173.   -0.0626942
      0.00000      1.86794      148226.     0.551112
      0.00000      1.86795     -94919.3    0.0717047
      0.00000      1.86797  4.16799e+06     -1.66650
      0.00000      1.86798  1.64687e+06     -1.49909
      0.00000      1.86799 -2.34448e+06    -0.464883
      0.00000      1.86801     -548558.     0.744112
      0.00000      1.86802 -1.10532e+07     -2.09277
      0.00000      1.86804  1.15879e+06      3.26323
      0.00000      1.86805  5.70077e+06    -0.619347
      0.00000      1.86806      235474.     0.173798
      0.00000      1.86808  4.03620e+06      1.56930
      0.00000      1.86809 -5.41538e+06     -1.41264
      0.00000      1.86810     -438278.    -0.388506
      0.00000      1.86812      761318.      1.18155
      0.00000      1.86813 -1.34864e+07    -0.478453
      0.00000      1.86815      821531.      1.66146
