# Generated by G. Mace on Fri Jan 25 14:33:08 2019
# Wavelengths are not sequential where orders overlap.
# Each order is 2048 pixels.
#======================================================
# Spectrum        Wavelength         Flux         SNR       
#  Index          (microns)        (counts)    (per res.el.)
#======================================================
      0.00000      1.86635         -NaN         -NaN
      0.00000      1.86636     -313180.     -4.03601
      0.00000      1.86638 -9.23411e+06      4.28898
      0.00000      1.86639 -1.49008e+06      1.75018
      0.00000      1.86640 -1.86304e+06      3.93065
      0.00000      1.86642 -3.87497e+06     -1.78167
      0.00000      1.86643  1.99990e+06     -1.90254
      0.00000      1.86644      196151.     0.472604
      0.00000      1.86646 -1.03033e+06    -0.803352
      0.00000      1.86647  5.39758e+06     -1.77520
      0.00000      1.86649      173578.    -0.100256
      0.00000      1.86650 -1.01354e+06     -1.34745
      0.00000      1.86651 -5.01947e+06     -1.90864
      0.00000      1.86653  4.21724e+06     -3.66413
      0.00000      1.86654  2.58121e+06     -3.93625
      0.00000      1.86655  3.06254e+06     -1.64573
      0.00000      1.86657      302.318 -0.000215180
      0.00000      1.86658 -1.91660e+06     -1.41181
      0.00000      1.86660     -979088.     -1.01532
      0.00000      1.86661 -1.86615e+06    -0.258933
      0.00000      1.86662     -333905.     0.984011
      0.00000      1.86664     -96610.2     0.313304
      0.00000      1.86665  1.22263e+06     -1.83720
      0.00000      1.86667 -2.59387e+06      1.27548
      0.00000      1.86668      858545.      1.65874
      0.00000      1.86669 -1.41644e+06      4.50593
      0.00000      1.86671     -142455.     0.262201
      0.00000      1.86672  1.00398e+06     -2.71203
      0.00000      1.86673  2.59715e+06     -3.47285
      0.00000      1.86675 -2.23614e+06     0.921478
      0.00000      1.86676  1.67712e+06     -1.07388
      0.00000      1.86678      251662.     0.645771
      0.00000      1.86679     -91728.9     0.184463
      0.00000      1.86680  1.93494e+06    -0.527519
      0.00000      1.86682     -143613.     0.143325
      0.00000      1.86683     -341250.      1.02594
      0.00000      1.86685      310133.    -0.657797
      0.00000      1.86686      526864.     -2.16560
      0.00000      1.86687      97668.7    -0.309648
      0.00000      1.86689 -1.73296e+07     -2.41969
      0.00000      1.86690 -3.57723e+06   -0.0480611
      0.00000      1.86691      625585.    -0.672917
      0.00000      1.86693      166277.    -0.335649
      0.00000      1.86694 -4.28126e+06     -1.46314
      0.00000      1.86696  4.97070e+06     -3.00680
      0.00000      1.86697     -138206.    0.0328077
      0.00000      1.86698 -2.00957e+06      1.89634
      0.00000      1.86700  2.00265e+06      3.01154
      0.00000      1.86701 -2.43596e+07     0.757894
      0.00000      1.86702  3.24761e+06     -3.64801
      0.00000      1.86704      604292.    -0.879315
      0.00000      1.86705 -2.58425e+06     0.177942
      0.00000      1.86707     -743145.     -1.31621
      0.00000      1.86708      609850.     0.479905
      0.00000      1.86709      360483.     0.348346
      0.00000      1.86711  1.18710e+07     -2.82094
      0.00000      1.86712      441381.     -1.06691
      0.00000      1.86714  2.73025e+06      1.59152
      0.00000      1.86715 -1.70988e+06     -2.82637
      0.00000      1.86716      118997.    -0.126249
      0.00000      1.86718  1.92160e+06      9.33775
      0.00000      1.86719      892831.     0.583275
      0.00000      1.86720  2.25929e+06      1.90199
      0.00000      1.86722     -507862.    -0.623848
      0.00000      1.86723 -5.93168e+06     -2.57922
      0.00000      1.86725  2.96143e+07     -3.25787
      0.00000      1.86726 -9.02571e+06    -0.301883
      0.00000      1.86727      993437.    -0.828485
      0.00000      1.86729 -2.32701e+06     0.866446
      0.00000      1.86730  1.77291e+06     -2.11255
      0.00000      1.86732     -68982.5    -0.107901
      0.00000      1.86733     -211395.    -0.237492
      0.00000      1.86734      472415.    -0.422276
      0.00000      1.86736  1.30194e+06     -2.09351
      0.00000      1.86737 -1.72449e+06      1.96329
      0.00000      1.86738 -2.65566e+06      2.70945
      0.00000      1.86740  4.69305e+06     -2.91399
      0.00000      1.86741  3.37793e+06     -2.40883
      0.00000      1.86743 -7.04373e+06     -2.58564
      0.00000      1.86744 -3.32250e+06     -3.27177
      0.00000      1.86745 -1.50743e+06     -2.59060
      0.00000      1.86747     -599407.    -0.913338
      0.00000      1.86748  5.01799e+06     -1.61873
      0.00000      1.86749      323380.    -0.376081
      0.00000      1.86751  2.51524e+06     -2.02549
      0.00000      1.86752      36452.7    0.0843534
      0.00000      1.86754      392076.      1.16597
      0.00000      1.86755      864196.     0.715949
      0.00000      1.86756      956192.     0.568950
      0.00000      1.86758  7.28839e+06     -2.65939
      0.00000      1.86759  4.53400e+07     -1.71780
      0.00000      1.86761      98396.0     0.348254
      0.00000      1.86762      339079.     0.384101
      0.00000      1.86763  5.49301e+06    -0.992672
      0.00000      1.86765 -3.33056e+06     -3.43388
      0.00000      1.86766     -631776.     -1.45525
      0.00000      1.86767  1.66936e+06      1.99128
      0.00000      1.86769  5.52905e+06     0.521880
      0.00000      1.86770     -551474.     -1.35134
      0.00000      1.86772 -1.58275e+06     -4.34235
      0.00000      1.86773     -567348.     -2.03623
      0.00000      1.86774     -735724.     -2.84949
      0.00000      1.86776 -1.42826e+06     -3.39247
      0.00000      1.86777  1.02955e+06     -1.44512
      0.00000      1.86779 -1.74128e+06     -2.29176
      0.00000      1.86780      706216.     0.738134
      0.00000      1.86781      639494.     -1.29878
      0.00000      1.86783  1.09297e+06     -1.49750
      0.00000      1.86784  1.99947e+06     -2.15819
      0.00000      1.86785  3.61094e+06     -1.86575
      0.00000      1.86787     -361944.    -0.379134
      0.00000      1.86788     -615336.      1.24358
      0.00000      1.86790      147290.    -0.422024
      0.00000      1.86791 -1.56840e+06    -0.718574
      0.00000      1.86792      218205.   -0.0919933
      0.00000      1.86794     -209021.    -0.221871
      0.00000      1.86795     -764805.    -0.737493
      0.00000      1.86797 -6.89860e+06    -0.749602
      0.00000      1.86798 -4.70333e+07      4.07285
      0.00000      1.86799 -1.26246e+06      1.90322
      0.00000      1.86801      132205.    -0.505548
      0.00000      1.86802  1.03405e+06     -2.54897
      0.00000      1.86803      836710.    -0.782623
      0.00000      1.86805 -1.48691e+06     0.539848
      0.00000      1.86806  4.60306e+06      2.10113
      0.00000      1.86808  1.06946e+06      1.19342
      0.00000      1.86809  4.54865e+07     -1.28210
      0.00000      1.86810     -117410.    -0.525685
      0.00000      1.86812      432275.     0.468497
      0.00000      1.86813  3.75971e+06     -1.58747
      0.00000      1.86815      279289.    -0.829975
      0.00000      1.86816  1.20208e+06     -2.22224
      0.00000      1.86817 -2.55334e+06     -2.66573
      0.00000      1.86819 -3.55831e+06      2.00721
      0.00000      1.86820 -1.67492e+06      3.81872
      0.00000      1.86821      179793.    -0.598403
      0.00000      1.86823     -324329.     0.610740
      0.00000      1.86824 -1.73948e+06      1.98966
      0.00000      1.86826     -973227.      1.78763
      0.00000      1.86827 -1.81457e+06      1.95619
      0.00000      1.86828 -1.22124e+07     0.436102
      0.00000      1.86830      139966.    -0.239634
      0.00000      1.86831      482745.    -0.982899
      0.00000      1.86833  1.29491e+06     -3.50571
      0.00000      1.86834  3.15153e+06     -2.03127
      0.00000      1.86835 -7.00179e+06      3.35859
      0.00000      1.86837 -1.37066e+06      2.68619
      0.00000      1.86838 -1.08054e+06      2.55641
      0.00000      1.86839     -832482.      1.54082
      0.00000      1.86841      405846.    -0.620567
      0.00000      1.86842 -1.06923e+06     0.849263
      0.00000      1.86844      894006.      1.96567
      0.00000      1.86845  8.40442e+06     -1.15492
      0.00000      1.86846  5.62778e+06     -1.26410
      0.00000      1.86848     -496580.    -0.488014
      0.00000      1.86849     -117028.    -0.155574
      0.00000      1.86851      875990.     0.994029
      0.00000      1.86852 -2.08225e+06    -0.597800
      0.00000      1.86853      220087.    -0.533770
      0.00000      1.86855      210843.    -0.553675
      0.00000      1.86856 -2.55044e+06      1.13407
      0.00000      1.86857 -3.81723e+07      2.11528
      0.00000      1.86859  2.32873e+06     -1.37508
      0.00000      1.86860 -2.24539e+06     0.543895
      0.00000      1.86862     -732139.     0.571185
      0.00000      1.86863  1.00275e+07     -1.71865
      0.00000      1.86864      438715.    -0.493565
      0.00000      1.86866 -7.66279e+07     -1.30302
      0.00000      1.86867 -1.69445e+06    -0.722414
      0.00000      1.86868 -3.56804e+06     0.768339
      0.00000      1.86870  2.27472e+06    -0.937658
      0.00000      1.86871     -274125.    -0.291946
      0.00000      1.86873     -173141.    -0.333389
      0.00000      1.86874      217095.    -0.242371
      0.00000      1.86875  3.57325e+06     -1.02681
      0.00000      1.86877 -1.59713e+06     -1.12379
      0.00000      1.86878 -7.17298e+06     -3.51807
      0.00000      1.86880  3.93010e+06     -2.18372
      0.00000      1.86881  8.30234e+06     -3.08180
      0.00000      1.86882 -2.19946e+06     -1.79874
      0.00000      1.86884      508137.     0.750311
      0.00000      1.86885     -803068.     -1.23273
      0.00000      1.86886 -8.17099e+07     -1.83102
      0.00000      1.86888 -2.91922e+06     -3.89238
      0.00000      1.86889 -7.58484e+06     -2.97078
      0.00000      1.86891  3.93602e+06     -2.26778
      0.00000      1.86892 -1.65223e+07     -1.86042
      0.00000      1.86893 -1.48375e+06     -1.68425
      0.00000      1.86895     -747356.     0.961661
      0.00000      1.86896      308887.    -0.324771
      0.00000      1.86898      193756.    -0.337924
      0.00000      1.86899  4.55694e+06     -2.74810
      0.00000      1.86900  2.19281e+06     -2.30136
      0.00000      1.86902      289917.    -0.697570
      0.00000      1.86903     -483444.     0.777916
      0.00000      1.86904 -3.84677e+06     -1.48012
      0.00000      1.86906  5.36679e+06     -1.16809
      0.00000      1.86907  2.51355e+06     -3.00705
      0.00000      1.86909 -5.33629e+06     -1.44308
      0.00000      1.86910  2.03344e+06    -0.956695
      0.00000      1.86911  2.00111e+06     -3.61803
      0.00000      1.86913  1.68929e+06     -2.04002
      0.00000      1.86914 -1.27849e+06     0.346915
      0.00000      1.86915 -1.75989e+06     0.188020
      0.00000      1.86917  2.63825e+06     -1.50682
      0.00000      1.86918 -2.77845e+06     -3.52044
      0.00000      1.86920      130723.     0.261561
      0.00000      1.86921  2.04606e+06     -1.78803
      0.00000      1.86922  2.85506e+06     -3.29652
      0.00000      1.86924 -1.43172e+06    -0.573150
      0.00000      1.86925  1.85296e+06    -0.221359
      0.00000      1.86927 -2.44200e+06      1.41561
      0.00000      1.86928      556788.    -0.533845
      0.00000      1.86929 -2.16876e+06     -3.24474
      0.00000      1.86931 -1.06868e+06     -1.17797
      0.00000      1.86932     -411754.     0.187102
      0.00000      1.86933     -554350.     0.689030
      0.00000      1.86935 -1.98348e+06      1.55679
      0.00000      1.86936      635757.     -1.54712
      0.00000      1.86938      697006.     -2.47030
      0.00000      1.86939  1.40222e+06     -1.69982
      0.00000      1.86940     -815515.      1.22623
      0.00000      1.86942      430615.     -1.06544
      0.00000      1.86943  1.44824e+06     -2.37542
      0.00000      1.86945      526852.     -1.01218
      0.00000      1.86946     -714996.     0.643887
      0.00000      1.86947      253735.    -0.138697
