# Generated by G. Mace on Sun Nov 18 13:18:00 2018
# Wavelengths are not sequential where orders overlap.
# Each order is 2048 pixels.
#======================================================
# Spectrum        Wavelength         Flux         SNR       
#  Index          (microns)        (counts)    (per res.el.)
#======================================================
      0.00000      1.86629         -NaN         -NaN
      0.00000      1.86631      843796.      13.9556
      0.00000      1.86632  3.16549e+06      22.3024
      0.00000      1.86633      50224.7    -0.110421
      0.00000      1.86635      327809.     0.469611
      0.00000      1.86636      132909.     0.332311
      0.00000      1.86638      43347.2    0.0571993
      0.00000      1.86639  3.04022e+06     -1.89424
      0.00000      1.86640      125498.    -0.247657
      0.00000      1.86642  1.52844e+07      1.53654
      0.00000      1.86643     -696338.      1.35741
      0.00000      1.86645      188699.   -0.0626241
      0.00000      1.86646      157207.     0.223171
      0.00000      1.86647 -5.62731e+06      2.95981
      0.00000      1.86649  1.35688e+07      1.81361
      0.00000      1.86650 -3.73095e+06      2.52706
      0.00000      1.86652 -2.39403e+06      3.57172
      0.00000      1.86653 -4.40950e+06      1.58517
      0.00000      1.86654     -614892.     0.953546
      0.00000      1.86656     -998576.      1.78220
      0.00000      1.86657 -2.21352e+06      2.82019
      0.00000      1.86659 -2.08328e+06      2.29638
      0.00000      1.86660 -4.10586e+06      1.50846
      0.00000      1.86661      90977.4    -0.180278
      0.00000      1.86663 -6.37467e+06      1.33074
      0.00000      1.86664 -2.05972e+06      1.61867
      0.00000      1.86665  4.35530e+06     -3.07596
      0.00000      1.86667     -216292.     0.374021
      0.00000      1.86668 -1.91718e+06      2.28039
      0.00000      1.86670 -2.15078e+06      1.75144
      0.00000      1.86671     -406369.    -0.217182
      0.00000      1.86672  6.64869e+06      2.59198
      0.00000      1.86674      718428.      3.08940
      0.00000      1.86675 -8.33817e+06      2.56227
      0.00000      1.86677  1.09643e+07      1.88860
      0.00000      1.86678     -709193.     0.197312
      0.00000      1.86679     -858228.     0.912646
      0.00000      1.86681      165562.    -0.151224
      0.00000      1.86682  7.09609e+07     -1.10556
      0.00000      1.86684  3.75897e+06     -1.01883
      0.00000      1.86685      219853.    -0.257839
      0.00000      1.86686  1.53568e+06      1.76646
      0.00000      1.86688     -481072.     0.761591
      0.00000      1.86689      13047.0    0.0106992
      0.00000      1.86691 -3.18558e+06      2.51657
      0.00000      1.86692     -476868.      1.48483
      0.00000      1.86693     -375725.     0.281716
      0.00000      1.86695 -5.29323e+06    -0.564208
      0.00000      1.86696  2.60998e+06     0.904360
      0.00000      1.86698  1.73101e+06    -0.580186
      0.00000      1.86699 -2.54830e+06      2.19291
      0.00000      1.86700 -4.55120e+06      1.82140
      0.00000      1.86702 -6.23763e+06     0.474702
      0.00000      1.86703     -667023.    -0.684343
      0.00000      1.86705  5.47564e+06      2.36204
      0.00000      1.86706 -1.08767e+06      1.06836
      0.00000      1.86707 -4.35979e+06     0.583138
      0.00000      1.86709 -2.72640e+06     0.946651
      0.00000      1.86710      242300.     0.381744
      0.00000      1.86712     -177286.     0.211334
      0.00000      1.86713  1.80275e+06     -1.82606
      0.00000      1.86714      9220.36   0.00708783
      0.00000      1.86716  1.59249e+06      1.49468
      0.00000      1.86717  1.62396e+06    -0.335191
      0.00000      1.86719  7.31589e+06      2.28654
      0.00000      1.86720  1.19928e+06      1.79799
      0.00000      1.86721  2.42875e+06      1.47867
      0.00000      1.86723 -8.28133e+06      1.57420
      0.00000      1.86724     -33837.1    0.0634765
      0.00000      1.86725 -8.79109e+06      3.47882
      0.00000      1.86727  1.38291e+06      2.78213
      0.00000      1.86728      820447.     -1.00144
      0.00000      1.86730 -3.51703e+06    -0.560351
      0.00000      1.86731      103414.     0.118137
      0.00000      1.86732  5.28550e+06      1.24214
      0.00000      1.86734  1.19223e+06     0.596628
      0.00000      1.86735      611060.     -1.18520
      0.00000      1.86737  1.83445e+06    -0.554689
      0.00000      1.86738      352421.     0.540724
      0.00000      1.86739  2.03687e+06     0.610176
      0.00000      1.86741     -453845.     0.635491
      0.00000      1.86742 -3.70815e+06      3.35466
      0.00000      1.86744     -412336.    -0.185922
      0.00000      1.86745  3.74399e+06      1.74750
